Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,64
Fine Gain:,1.50
Upper Discriminator:,1769
Lower Discriminator:,11
Calibration Coefficients:,7.407407407407407E-5,1.6222962962962963,-11.526370370435401
Calibration Channels:,82,157,217
Calibration Energies:,122.0,245.0,344.0
Elapsed Real Time:,115.03
Elapsed Live Time:,100.96
Start Time:,April 24, 2023, 03:48:53
End Time:,April 24, 2023, 03:50:48
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,44,73,3952,1461,14,83

Channel Data:
Channel,Energy,Counts
395,640.838074074009,14
396,642.518962962898,17
397,644.199999999935,13
398,645.8811851851201,14
399,647.5625185184535,15
400,649.243999999935,14
401,650.9256296295646,16
402,652.6074074073424,10
403,654.2893333332684,16
404,655.9714074073424,17
405,657.6536296295645,13
406,659.335999999935,15
407,661.0185185184536,22
408,662.7011851851202,13
409,664.383999999935,9
410,666.066962962898,12
411,667.750074074009,8
412,669.4333333332684,14
413,671.1167407406757,11
414,672.8002962962313,11
415,674.483999999935,17
416,676.1678518517868,9
417,677.8518518517868,14
418,679.535999999935,6
419,681.2202962962313,12
420,682.9047407406757,11
421,684.5893333332683,11
422,686.274074074009,16
423,687.958962962898,4
424,689.643999999935,10
425,691.3291851851202,10
426,693.0145185184535,6
427,694.699999999935,7
428,696.3856296295646,10
429,698.0714074073423,10
430,699.7573333332683,7
431,701.4434074073424,9
432,703.1296296295645,7
433,704.815999999935,6
434,706.5025185184535,6
435,708.1891851851201,3
436,709.875999999935,8
437,711.5629629628979,2
438,713.250074074009,7
439,714.9373333332683,6
440,716.6247407406757,5
441,718.3122962962312,3
442,719.999999999935,3
443,721.6878518517868,8
444,723.3758518517868,9
445,725.063999999935,4
446,726.7522962962313,7
447,728.4407407406757,2
448,730.1293333332683,5
449,731.8180740740091,5
450,733.5069629628979,8
451,735.195999999935,4
452,736.8851851851201,9
453,738.5745185184535,4
454,740.263999999935,4
455,741.9536296295646,1
456,743.6434074073424,3
457,745.3333333332683,1
458,747.0234074073423,6
459,748.7136296295646,2
460,750.403999999935,7
461,752.0945185184536,3
462,753.7851851851201,3
463,755.475999999935,7
464,757.166962962898,3
465,758.858074074009,3
466,760.5493333332682,2
467,762.2407407406757,3
468,763.9322962962314,4
469,765.6239999999349,2
470,767.3158518517868,2
471,769.0078518517869,6
472,770.699999999935,6
473,772.3922962962313,1
474,774.0847407406757,6
475,775.7773333332683,5
476,777.4700740740091,5
477,779.162962962898,5
478,780.855999999935,1
479,782.5491851851202,5
480,784.2425185184535,3
481,785.935999999935,3
482,787.6296296295646,3
483,789.3234074073424,5
484,791.0173333332683,5
485,792.7114074073423,6
486,794.4056296295646,2
487,796.099999999935,4
488,797.7945185184534,6
489,799.4891851851202,1
490,801.1839999999349,3
491,802.878962962898,7
492,804.574074074009,2
493,806.2693333332683,8
494,807.9647407406758,4
495,809.6602962962313,5
496,811.355999999935,5
497,813.0518518517869,6
498,814.7478518517869,4
499,816.4439999999349,4
500,818.1402962962312,4
501,819.8367407406757,3
502,821.5333333332684,1
503,823.230074074009,5
504,824.926962962898,1
505,826.623999999935,1
506,828.3211851851202,5
507,830.0185185184534,2
508,831.715999999935,1
509,833.4136296295646,6
510,835.1114074073424,5
511,836.8093333332683,6
512,838.5074074073424,6
513,840.2056296295647,7
514,841.903999999935,3
515,843.6025185184535,2
516,845.3011851851202,1
517,846.999999999935,4
518,848.6989629628979,2
519,850.3980740740091,3
520,852.0973333332684,4
521,853.7967407406758,7
522,855.4962962962312,9
523,857.195999999935,4
524,858.8958518517868,3
525,860.5958518517868,2
526,862.2959999999349,7
527,863.9962962962313,6
528,865.6967407406758,2
529,867.3973333332683,11
530,869.098074074009,4
531,870.7989629628979,5
532,872.499999999935,7
533,874.2011851851202,8
534,875.9025185184535,6
535,877.603999999935,4
536,879.3056296295647,3
537,881.0074074073424,6
538,882.7093333332683,3
539,884.4114074073424,4
540,886.1136296295647,5
541,887.815999999935,2
542,889.5185185184534,3
543,891.2211851851202,6
544,892.9239999999351,7
545,894.6269629628979,4
546,896.3300740740091,2
547,898.0333333332684,7
548,899.7367407406757,3
549,901.4402962962313,1
550,903.143999999935,3
551,904.8478518517869,1
552,906.5518518517868,3
553,908.2559999999349,3
554,909.9602962962313,2
555,911.6647407406758,2
556,913.3693333332683,3
557,915.0740740740091,1
558,916.7789629628979,2
559,918.483999999935,5
560,920.1891851851201,8
561,921.8945185184535,2
562,923.599999999935,4
563,925.3056296295646,2
564,927.0114074073424,2
565,928.7173333332684,4
566,930.4234074073424,6
567,932.1296296295645,9
568,933.835999999935,2
569,935.5425185184536,1
570,937.2491851851203,3
571,938.955999999935,3
572,940.662962962898,2
573,942.370074074009,2
574,944.0773333332684,5
575,945.7847407406757,3
576,947.4922962962313,3
577,949.199999999935,7
578,950.9078518517867,6
579,952.6158518517868,3
580,954.323999999935,5
581,956.0322962962313,2
582,957.7407407406757,1
583,959.4493333332683,2
584,961.158074074009,5
585,962.866962962898,5
586,964.575999999935,0
587,966.2851851851202,1
588,967.9945185184536,4
589,969.703999999935,2
590,971.4136296295646,5
591,973.1234074073424,3
592,974.8333333332683,5
593,976.5434074073423,2
594,978.2536296295646,0
595,979.963999999935,3
596,981.6745185184535,5
597,983.3851851851201,3
598,985.095999999935,0
599,986.806962962898,1
600,988.5180740740091,2
601,990.2293333332683,5
602,991.9407407406757,1
603,993.6522962962313,4
604,995.363999999935,1
605,997.0758518517868,3
606,998.7878518517869,2
607,1000.499999999935,2
608,1002.2122962962312,5
609,1003.9247407406757,1
610,1005.6373333332683,5
611,1007.3500740740091,5
612,1009.0629629628979,6
613,1010.7759999999349,5
614,1012.4891851851203,1
615,1014.2025185184536,7
616,1015.9159999999349,4
617,1017.6296296295645,3
618,1019.3434074073425,1
619,1021.0573333332684,1
620,1022.7714074073424,1
621,1024.4856296295645,2
622,1026.199999999935,5
623,1027.9145185184536,4
624,1029.6291851851201,3
625,1031.343999999935,4
626,1033.058962962898,2
627,1034.774074074009,4
628,1036.4893333332684,7
629,1038.2047407406758,1
630,1039.9202962962313,5
631,1041.635999999935,3
632,1043.351851851787,1
633,1045.0678518517868,2
634,1046.783999999935,0
635,1048.5002962962315,4
636,1050.2167407406757,3
637,1051.9333333332681,4
638,1053.650074074009,2
639,1055.366962962898,0
640,1057.083999999935,5
641,1058.8011851851202,1
642,1060.5185185184537,2
643,1062.235999999935,1
644,1063.9536296295646,0
645,1065.6714074073423,4
646,1067.3893333332683,4
647,1069.1074074073424,4
648,1070.8256296295647,3
649,1072.543999999935,5
650,1074.2625185184536,2
651,1075.9811851851202,2
652,1077.6999999999348,1
653,1079.418962962898,6
654,1081.138074074009,4
655,1082.8573333332683,3
656,1084.5767407406759,2
657,1086.2962962962313,1
658,1088.015999999935,3
659,1089.7358518517867,2
660,1091.4558518517867,3
661,1093.175999999935,2
662,1094.8962962962312,3
663,1096.6167407406758,1
664,1098.3373333332684,3
665,1100.058074074009,3
666,1101.778962962898,1
667,1103.499999999935,3
668,1105.22118518512,7
669,1106.9425185184534,2
670,1108.663999999935,3
671,1110.3856296295646,1
672,1112.1074074073424,7
673,1113.8293333332683,5
674,1115.5514074073424,3
675,1117.2736296295645,0
676,1118.9959999999348,5
677,1120.7185185184535,4
678,1122.4411851851203,5
679,1124.163999999935,5
680,1125.886962962898,6
681,1127.6100740740092,0
682,1129.3333333332682,5
683,1131.0567407406757,1
684,1132.7802962962312,0
685,1134.5039999999349,5
686,1136.227851851787,4
687,1137.9518518517868,1
688,1139.6759999999351,4
689,1141.400296296231,3
690,1143.1247407406756,5
691,1144.8493333332683,5
692,1146.574074074009,3
693,1148.298962962898,5
694,1150.023999999935,3
695,1151.7491851851203,5
696,1153.4745185184536,4
697,1155.1999999999348,1
698,1156.9256296295646,3
699,1158.6514074073423,2
700,1160.3773333332683,3
701,1162.1034074073425,2
702,1163.8296296295646,2
703,1165.555999999935,5
704,1167.2825185184533,2
705,1169.00918518512,3
706,1170.7359999999348,4
707,1172.462962962898,7
708,1174.190074074009,1
709,1175.9173333332683,2
710,1177.6447407406758,4
711,1179.3722962962313,1
712,1181.0999999999349,3
713,1182.8278518517868,1
714,1184.5558518517869,3
715,1186.283999999935,3
716,1188.0122962962314,2
717,1189.7407407406758,5
718,1191.4693333332684,4
719,1193.1980740740091,1
720,1194.926962962898,5
721,1196.655999999935,0
722,1198.3851851851202,1
723,1200.1145185184535,3
724,1201.843999999935,1
725,1203.5736296295647,3
726,1205.3034074073425,4
727,1207.0333333332683,3
728,1208.7634074073424,2
729,1210.4936296295646,4
730,1212.223999999935,1
731,1213.9545185184536,2
732,1215.6851851851202,4
733,1217.4159999999351,3
734,1219.146962962898,1
735,1220.878074074009,5
736,1222.6093333332683,0
737,1224.3407407406758,3
738,1226.0722962962313,5
739,1227.803999999935,2
740,1229.535851851787,4
741,1231.2678518517869,3
742,1232.999999999935,0
743,1234.7322962962312,0
744,1236.4647407406758,3
745,1238.1973333332683,4
746,1239.930074074009,2
747,1241.662962962898,6
748,1243.3959999999352,2
749,1245.1291851851204,2
750,1246.8625185184535,2
751,1248.595999999935,0
752,1250.3296296295646,3
753,1252.0634074073423,2
754,1253.7973333332684,2
755,1255.5314074073424,6
756,1257.2656296295647,2
757,1258.999999999935,1
758,1260.7345185184533,2
759,1262.46918518512,2
760,1264.203999999935,4
761,1265.938962962898,2
762,1267.674074074009,1
763,1269.4093333332685,2
764,1271.1447407406758,4
765,1272.880296296231,6
766,1274.615999999935,0
767,1276.3518518517867,4
768,1278.0878518517868,2
769,1279.823999999935,1
770,1281.5602962962314,1
771,1283.296740740676,4
772,1285.0333333332683,3
773,1286.770074074009,4
774,1288.506962962898,2
775,1290.2439999999349,1
776,1291.9811851851202,4
777,1293.7185185184535,5
778,1295.455999999935,2
779,1297.1936296295648,6
780,1298.9314074073422,4
781,1300.6693333332682,3
782,1302.4074074073424,1
783,1304.1456296295646,2
784,1305.883999999935,3
785,1307.6225185184535,3
786,1309.3611851851203,0
787,1311.0999999999349,4
788,1312.8389629628978,4
789,1314.578074074009,1
790,1316.3173333332684,4
791,1318.0567407406757,3
792,1319.7962962962313,1
793,1321.535999999935,3
794,1323.275851851787,1
795,1325.0158518517867,1
796,1326.7559999999348,2
797,1328.4962962962313,4
798,1330.2367407406757,3
799,1331.9773333332685,2
800,1333.718074074009,1
801,1335.458962962898,1
802,1337.1999999999348,2
803,1338.94118518512,2
804,1340.6825185184534,0
805,1342.423999999935,1
806,1344.1656296295646,0
807,1345.9074074073424,1
808,1347.6493333332685,1
809,1349.3914074073425,4
810,1351.1336296295644,3
811,1352.875999999935,1
812,1354.6185185184536,1
813,1356.3611851851201,2
814,1358.103999999935,1
815,1359.846962962898,1
816,1361.5900740740092,2
817,1363.3333333332682,0
818,1365.0767407406756,0
819,1366.8202962962312,4
820,1368.563999999935,0
821,1370.3078518517868,1
822,1372.051851851787,0
823,1373.795999999935,1
824,1375.5402962962314,1
825,1377.2847407406757,3
826,1379.0293333332684,1
827,1380.7740740740091,0
828,1382.518962962898,0
829,1384.263999999935,0
830,1386.0091851851203,0
831,1387.7545185184536,2
832,1389.4999999999352,2
833,1391.2456296295645,1
834,1392.9914074073424,0
835,1394.7373333332682,0
836,1396.4834074073424,1
837,1398.2296296295647,1
838,1399.975999999935,1
839,1401.7225185184536,0
840,1403.46918518512,0
841,1405.2159999999349,0
842,1406.962962962898,0
843,1408.710074074009,0
844,1410.4573333332683,0
845,1412.2047407406758,2
846,1413.9522962962315,0
847,1415.699999999935,1
848,1417.4478518517867,0
849,1419.1958518517868,0
850,1420.943999999935,1
851,1422.6922962962312,0
852,1424.4407407406757,1
853,1426.1893333332685,1
854,1427.9380740740091,1
855,1429.686962962898,0
856,1431.435999999935,3
857,1433.1851851851202,1
858,1434.9345185184536,0
859,1436.683999999935,1
860,1438.4336296295646,0
861,1440.1834074073424,1
862,1441.9333333332684,1
863,1443.6834074073422,0
864,1445.4336296295646,1
865,1447.183999999935,0
866,1448.9345185184536,0
867,1450.6851851851202,1
868,1452.4359999999351,2
869,1454.186962962898,0
870,1455.938074074009,0
871,1457.6893333332682,1
872,1459.4407407406757,0
873,1461.1922962962312,0
874,1462.943999999935,1
875,1464.695851851787,0
876,1466.447851851787,1
877,1468.199999999935,0
878,1469.9522962962312,0
879,1471.7047407406758,1
880,1473.4573333332683,2
881,1475.210074074009,1
882,1476.962962962898,0
883,1478.715999999935,0
884,1480.4691851851203,0
885,1482.2225185184534,1
886,1483.9759999999349,0
887,1485.7296296295647,1
888,1487.4834074073424,0
889,1489.2373333332685,1
890,1490.9914074073424,0
891,1492.7456296295647,0
892,1494.4999999999352,1
893,1496.2545185184533,0
894,1498.00918518512,1
895,1499.7639999999349,0
896,1501.518962962898,0
897,1503.2740740740091,1
898,1505.0293333332684,1
899,1506.7847407406757,0
900,1508.5402962962312,0
901,1510.295999999935,0
902,1512.0518518517868,0
903,1513.8078518517868,0
904,1515.563999999935,0
905,1517.3202962962314,1
906,1519.0767407406759,0
907,1520.8333333332685,0
908,1522.590074074009,0
909,1524.3469629628978,0
910,1526.103999999935,0
911,1527.8611851851201,0
912,1529.6185185184536,0
913,1531.3759999999352,0
914,1533.1336296295647,0
915,1534.8914074073423,0
916,1536.6493333332683,0
917,1538.4074074073424,0
918,1540.1656296295646,1
919,1541.923999999935,0
920,1543.6825185184537,0
921,1545.4411851851203,0
922,1547.199999999935,1
923,1548.9589629628979,0
924,1550.718074074009,0
925,1552.4773333332682,0
926,1554.2367407406757,0
927,1555.9962962962313,0
928,1557.755999999935,0
929,1559.515851851787,1
930,1561.2758518517867,0
931,1563.035999999935,0
932,1564.7962962962313,0
933,1566.5567407406757,0
934,1568.3173333332684,0
935,1570.0780740740092,0
936,1571.838962962898,0
937,1573.599999999935,0
938,1575.3611851851201,0
939,1577.1225185184535,1
940,1578.883999999935,0
941,1580.6456296295646,0
942,1582.4074074073424,0
943,1584.1693333332685,1
944,1585.9314074073425,1
945,1587.6936296295646,0
946,1589.4559999999349,0
947,1591.2185185184535,0
948,1592.9811851851202,1
949,1594.743999999935,0
950,1596.506962962898,0
951,1598.2700740740092,0
952,1600.0333333332685,0
953,1601.7967407406757,0
954,1603.5602962962312,0
955,1605.323999999935,0
956,1607.0878518517868,0
957,1608.851851851787,0
958,1610.615999999935,0
959,1612.3802962962313,0
960,1614.1447407406756,0
961,1615.9093333332683,0
962,1617.674074074009,0
963,1619.438962962898,0
964,1621.203999999935,0
965,1622.9691851851203,0
966,1624.7345185184536,0
967,1626.4999999999352,0
968,1628.2656296295645,0
969,1630.0314074073424,0
970,1631.7973333332684,0
971,1633.5634074073423,0
972,1635.3296296295646,0
973,1637.095999999935,0
974,1638.8625185184535,1
975,1640.6291851851204,0
976,1642.395999999935,0
977,1644.1629629628978,0
978,1645.930074074009,0
979,1647.6973333332683,0
980,1649.4647407406758,0
981,1651.2322962962314,0
982,1652.9999999999352,1
983,1654.7678518517869,0
984,1656.535851851787,0
985,1658.303999999935,0
986,1660.0722962962313,0
987,1661.8407407406758,0
988,1663.6093333332683,0
989,1665.3780740740092,1
990,1667.146962962898,0
991,1668.915999999935,0
992,1670.6851851851202,0
993,1672.4545185184536,0
994,1674.223999999935,0
995,1675.9936296295646,0
996,1677.7634074073426,0
997,1679.5333333332685,0
998,1681.3034074073423,0
999,1683.0736296295645,0
1000,1684.843999999935,0
1001,1686.6145185184535,0
1002,1688.3851851851202,0
1003,1690.1559999999351,0
1004,1691.926962962898,0
1005,1693.6980740740091,0
1006,1695.4693333332682,0
1007,1697.2407407406756,0
1008,1699.0122962962312,0
1009,1700.783999999935,0
1010,1702.5558518517869,2
1011,1704.3278518517868,0
1012,1706.099999999935,0
1013,1707.8722962962313,0
1014,1709.6447407406756,0
1015,1711.4173333332683,0
1016,1713.190074074009,0
1017,1714.962962962898,0
1018,1716.735999999935,0
1019,1718.5091851851203,1
1020,1720.2825185184536,2
1021,1722.055999999935,0
1022,1723.8296296295646,0
1023,1725.6034074073423,0
